galaxy,spec_id,contours_value,category,category_original,sn_5635,sn_4050,Hd_ew,Hb_ew,Oii_ew,Oiii_ew
A2744_01,A2744_01_16_15,5.0,Quenched,Post-Starburst,10.541272625903188,12.34824167434445,5.555500322817138,7.939188027324866,1.27219859081053,-0.8033367584542008
A2744_01,A2744_01_16_16,5.0,Quenched,Post-Starburst,10.73168159627514,13.167922156046464,5.767878331128528,7.420891489182466,1.168099129360552,-0.7821239645244102
A2744_01,A2744_01_16_17,5.0,Quenched,Post-Starburst,10.115563762936064,14.091914214372856,6.15087147873589,7.638827120443578,2.1627353044159667,-0.730289184903221
A2744_01,A2744_01_16_18,5.0,Quenched,Post-Starburst,8.835298849373988,13.916661989196337,6.012522356944943,7.275351532588712,1.7168116385070689,-0.8342967599039416
A2744_01,A2744_01_16_19,5.0,Quenched,Post-Starburst,8.796215982008501,12.216921743531246,5.9768980064742685,8.03257552942617,1.2410935109801606,-0.4675440103389303
A2744_01,A2744_01_16_20,5.0,Quenched,Post-Starburst,7.496078050949402,10.931354169215886,5.3048547204366825,8.564907216161187,0.8615679613154341,-0.5659126859557737
A2744_01,A2744_01_16_21,5.0,Quenched,Post-Starburst,6.630598157182406,9.520468898854489,4.284605396335613,7.514097675518878,0.3485983968480045,-0.7293516529869881
A2744_01,A2744_01_17_9,1.5,Quenched,Post-Starburst,3.040455119713306,3.8117150162557625,2.8724939644149097,-0.3438745408595007,2.6816930780392605,-0.796550351749637
A2744_01,A2744_01_17_10,1.5,Quenched,Post-Starburst,3.481603607879044,4.729437735826437,2.268372924102194,0.7476984106089598,4.293613880578159,-2.816037937002084
A2744_01,A2744_01_17_11,3.0,Quenched,Post-Starburst,3.980016212009557,6.160125730549392,3.752971769901984,7.090767719408503,3.909531297970026,-3.018391518714564
A2744_01,A2744_01_17_12,3.0,Quenched,Post-Starburst,4.435553933834551,7.667601875830483,5.557936978815041,7.492212666236468,0.5070573633548091,-2.4045762555290806
A2744_01,A2744_01_17_13,5.0,Quenched,Post-Starburst,5.443188914398778,9.083161902753154,7.084612056714284,9.022136633979205,0.320044446814366,-1.9428560538377808
A2744_01,A2744_01_17_14,5.0,Quenched,Post-Starburst,7.165481209176476,9.990954015117248,5.4353809352126685,9.55329138409883,0.1254854834458728,-1.1794477366512952
A2744_01,A2744_01_17_16,5.0,Quenched,Post-Starburst,9.060086425891622,11.796302186707605,6.036499607868872,6.157397233307359,0.1820247013966864,-1.2653711180568792
A2744_01,A2744_01_17_17,5.0,Quenched,Post-Starburst,8.719244746677697,12.56608679215906,6.174110207890224,6.295157818948023,0.8875231213621229,-0.9741077908977644
A2744_01,A2744_01_17_18,5.0,Quenched,Post-Starburst,8.082911470641747,13.384187644478663,6.075017530115017,4.824411759590006,0.3505389450284618,-1.018908743401833
A2744_01,A2744_01_17_19,5.0,Quenched,Post-Starburst,8.311139402877966,11.558327571103236,6.107946805561385,6.620459881917878,0.4650431412424419,-0.5818244332332758
A2744_01,A2744_01_17_20,5.0,Quenched,Post-Starburst,6.885194265861662,9.625638912697072,5.801651105516526,8.496515259568831,0.5980844841303672,-0.5247200799861357
A2744_01,A2744_01_18_10,1.5,Quenched,Post-Starburst,3.006559863277212,4.112599884593544,3.3616532867014737,5.508083442604666,1.405476184714467,-3.0601592630640195
A2744_01,A2744_01_18_11,1.5,Quenched,Post-Starburst,3.419861929177195,5.114210605548611,3.4664066729141605,8.588857831915723,2.046025039803588,-4.002891462464174
A2744_01,A2744_01_18_12,3.0,Quenched,Post-Starburst,4.106087625910514,5.824676310061829,4.854364974050652,7.307724366876361,0.8359436521231499,-2.409382342671837
A2744_01,A2744_01_18_16,5.0,Quenched,Post-Starburst,7.744733365438228,9.674216689447816,5.543275420672382,5.593803824044068,0.2481873804077646,-1.829395876448353
A2744_01,A2744_01_18_17,5.0,Quenched,Post-Starburst,6.966122212918331,10.261141484262534,6.104457861526744,7.601760437386907,0.8754846331903898,-1.4439955069405106
A2744_01,A2744_01_19_11,1.5,Quenched,Post-Starburst,3.498338735166118,4.115116927806808,3.416232460383743,8.386138829157009,1.3696456927117986,-4.588917244338767
A2744_01,A2744_01_19_17,3.0,Quenched,Post-Starburst,6.020699050070673,7.234389043219108,5.342001873033327,4.367719812018067,1.1700031356582183,-2.078853649461321
A2744_01,A2744_01_19_18,3.0,Quenched,Post-Starburst,5.638502462433045,8.230534326890453,4.167790087657952,0.0564607297962151,0.0476749109722175,-1.4905079628640796
A2744_01,A2744_01_19_19,3.0,Quenched,Post-Starburst,5.721762886754187,8.424856382777346,3.518346189538017,2.210823933868121,0.7134622855788051,-0.9142931537970362
A2744_01,A2744_01_20_16,1.5,Quenched,Post-Starburst,5.456187741349996,5.554766191124451,5.339933035368521,1.0903787606356825,0.0494909460068334,-1.7642164007441576
A2744_01,A2744_01_20_17,1.5,Quenched,Post-Starburst,5.437524963671756,5.513321035530218,4.759464445282211,0.8636036496163579,1.849842003323828,-1.7572631422810665
A2744_01,A2744_01_20_18,1.5,Quenched,Post-Starburst,5.1523909331099205,6.187447920117492,3.7900103432803536,-3.037346659028412,2.277747974500493,-1.959026948922513
A2744_02,A2744_02_10_20,1.5,Quenched,Post-Starburst,7.485855416700363,5.8551107278305965,3.9654765507701017,-1.859596176230932,0.4078850415140814,0.31359455068384
A2744_02,A2744_02_10_21,1.5,Quenched,Post-Starburst,8.398059412910584,6.603611015565752,3.440470464337936,-0.5316035176872438,1.921977364034656,0.6413280778549075
A2744_02,A2744_02_10_22,3.0,Quenched,Post-Starburst,8.82179853649306,7.216108904736046,2.611389101024144,0.6644716642401068,0.5591567135862128,0.9593271852315456
A2744_02,A2744_02_10_23,3.0,Quenched,Post-Starburst,8.68103714544066,8.836088031309412,2.745004085418541,3.0111104983888044,0.1333238786726053,1.0470522928865555
A2744_02,A2744_02_10_24,3.0,Quenched,Post-Starburst,7.596691421898551,7.714986781812773,2.7586194945054583,4.167672899542508,1.6772153702459702,0.79699090551848
A2744_02,A2744_02_10_25,3.0,Quenched,Post-Starburst,5.933337359705128,6.645060492918519,3.872828109457314,4.51619810453897,0.0657288557968104,0.8836562242173767
A2744_02,A2744_02_11_20,5.0,Quenched,Post-Starburst,11.441265027096414,8.202142458423392,3.067151878651399,2.642134088073504,0.6415295512775372,0.2397525943263438
A2744_02,A2744_02_11_21,5.0,Quenched,Post-Starburst,12.965153506348043,9.511529252815018,3.2937294204108425,2.7878445830243623,1.297641366823529,0.8889203653968633
A2744_02,A2744_02_11_22,5.0,Quenched,Post-Starburst,14.388159416833457,10.034724856342317,2.9410912814511088,3.9200577094714086,0.95076260261456,0.9701100482246529
A2744_02,A2744_02_11_23,5.0,Quenched,Post-Starburst,15.166463099641772,11.312122019314662,3.6146595474405294,3.341764090560629,0.6132733770444979,1.0646704378972427
A2744_02,A2744_02_11_24,5.0,Quenched,Post-Starburst,13.479932064059165,10.89761864578141,3.601145901817324,4.824918941852896,0.5423120922450295,1.0868043326473074
A2744_02,A2744_02_11_25,5.0,Quenched,Post-Starburst,10.624754679636256,11.051564047324282,3.958670852012719,4.219201125933914,0.2454642766853425,1.4323699332994215
A2744_02,A2744_02_12_16,1.5,Quenched,Post-Starburst,5.235428241960646,5.807073948196876,2.297220535706173,1.9792679656210608,1.7271459386886725,1.0016348276555829
A2744_02,A2744_02_12_17,3.0,Quenched,Post-Starburst,7.417684265060431,6.858004183991936,1.254120970949335,2.08157832843373,0.6611469259549994,0.8757598211470244
A2744_02,A2744_02_12_18,5.0,Quenched,Post-Starburst,11.539122952975006,7.066777602169442,1.1732877479392412,2.285916365743532,1.70704479971475,0.942855784862196
A2744_02,A2744_02_12_19,5.0,Quenched,Post-Starburst,16.224904005325246,9.036083717965871,1.6205966253104314,3.0445794228657723,0.8095124638203981,0.7164763904474026
A2744_02,A2744_02_12_20,5.0,Quenched,Post-Starburst,18.72725589940285,10.66525829631557,2.84952610690136,4.944309007680515,0.8794314273293407,0.5561153837843911
A2744_02,A2744_02_12_21,5.0,Quenched,Post-Starburst,20.57863440080059,12.519801871176336,3.4536525472735264,4.52208827809373,1.889326061257325,0.7356679726382755
A2744_02,A2744_02_12_22,5.0,Quenched,Post-Starburst,22.407317751409263,13.073204222185677,3.398230487026185,5.0331106796158505,1.4128511740300849,0.8611405520360749
A2744_02,A2744_02_12_23,5.0,Quenched,Post-Starburst,22.1859210498331,13.814946829374083,3.992260560352967,4.391442652662954,1.124280412229191,0.9564848943949033
A2744_02,A2744_02_12_24,5.0,Quenched,Post-Starburst,18.83614557728087,13.228218685674502,3.91930206296961,5.054545063478903,1.0193245360491434,0.816913619283783
A2744_02,A2744_02_12_25,5.0,Quenched,Post-Starburst,15.229829326885902,13.84808355253838,4.117617297184966,4.515965917634784,0.6704472596435209,1.0526877769569225
A2744_02,A2744_02_12_30,1.5,Quenched,Post-Starburst,3.0248960038791344,3.2776810728035715,0.790297646741879,9.697659859670566,1.5413953051374398,1.36945380551401
A2744_02,A2744_02_13_15,1.5,Quenched,Post-Starburst,5.371689517505272,6.263968196294262,3.115387841887792,3.1243525792387468,0.3560663158824186,0.7544560785045547
A2744_02,A2744_02_13_16,3.0,Quenched,Post-Starburst,6.312062737815634,7.353351871185542,2.5211636997786053,3.799961496417904,0.7564200302388214,0.9762383243104606
A2744_02,A2744_02_13_17,5.0,Quenched,Post-Starburst,9.165929486904682,8.734063786674215,2.4144371404290315,5.636988665961035,1.5406908516785252,0.8307839376687052
A2744_02,A2744_02_13_18,5.0,Quenched,Post-Starburst,14.16605107063981,9.272932040178466,2.090925134300224,6.05335408376795,1.6187702972737608,0.6069082678986892
A2744_02,A2744_02_13_19,5.0,Quenched,Post-Starburst,20.83524634387767,11.4011003830475,2.677308844974532,5.883696876661032,0.9997828880018188,0.6035694100064123
A2744_02,A2744_02_13_20,5.0,Quenched,Post-Starburst,22.817807874646327,13.0805890905863,3.572972709007438,6.287808614914952,0.7275626872544717,0.541513345444628
A2744_02,A2744_02_13_21,5.0,Quenched,Post-Starburst,25.90188168735684,14.360300418335305,3.784902263818841,5.887480103230905,1.1753004720830285,0.5544505257243122
A2744_02,A2744_02_13_22,5.0,Quenched,Post-Starburst,27.19074718238102,15.158239941339444,3.790175162197905,5.9516105441705855,0.4244469295589461,0.6083338805295739
A2744_02,A2744_02_13_23,5.0,Quenched,Post-Starburst,26.6768568558684,16.080475633000624,4.291360504143519,5.53711541460253,0.6407266327695937,0.7388962809353561
A2744_02,A2744_02_13_24,5.0,Quenched,Post-Starburst,22.666648724306288,14.968868253172976,4.365439077048546,5.899420931556263,1.0331102113738837,0.6540018675186423
A2744_02,A2744_02_13_25,5.0,Quenched,Post-Starburst,18.833599832769018,14.3801742432716,4.360639768672994,4.988715204991048,0.960025201890172,0.799828981985756
A2744_02,A2744_02_13_29,3.0,Quenched,Post-Starburst,4.2421809678506,4.616021142683645,1.191477520115592,9.607222600257852,3.43183599491571,1.389372784818802
A2744_02,A2744_02_13_30,1.5,Quenched,Post-Starburst,3.0132732290769297,3.421032747914524,1.3790202861287018,12.496108377357762,4.209018879302688,1.4342274810269928
A2744_02,A2744_02_14_15,3.0,Quenched,Post-Starburst,6.446836850915416,6.748096164292646,3.9614532718445896,2.4174393505690808,0.5983901045888743,1.4496445751619085
A2744_02,A2744_02_14_16,3.0,Quenched,Post-Starburst,8.306589142660584,8.930779066536493,3.2906536311737824,2.8903886528461578,0.7241248373881696,1.2020900662301548
A2744_02,A2744_02_14_17,5.0,Quenched,Post-Starburst,12.119598378769789,9.95978237313162,2.542865449158587,5.85562915110864,1.6622421524315518,0.790218394753396
A2744_02,A2744_02_14_18,5.0,Quenched,Post-Starburst,17.28409001122787,10.965791098962075,2.634350343267169,6.820080492917249,1.396174491346741,0.6323240890381174
A2744_02,A2744_02_14_19,5.0,Quenched,Post-Starburst,24.84440538397731,12.66561780206442,2.986877078881142,6.7085629476198525,1.0574891360528829,0.7494243500135442
A2744_02,A2744_02_14_20,5.0,Quenched,Post-Starburst,26.708555190982526,14.382249381025057,3.5926820308081253,6.591363736567946,1.021386297787192,0.6840140070857309
A2744_02,A2744_02_14_21,5.0,Quenched,Post-Starburst,29.3083819172084,15.08366223995089,3.8511976032021535,6.151356350260402,1.1244475913936516,0.5940973973574877
A2744_02,A2744_02_14_22,5.0,Quenched,Post-Starburst,29.728639153338538,16.0162523674049,3.8822801728384224,5.999469246047573,0.6755653241300259,0.6693319633446785
A2744_02,A2744_02_14_23,5.0,Quenched,Post-Starburst,27.61358454233424,16.968263836208866,4.238866882153538,5.789940826193737,0.5956570800590362,0.7758539094541717
A2744_02,A2744_02_14_24,5.0,Quenched,Post-Starburst,24.118446641086624,16.47368074590753,4.445208012804088,5.79678821802112,0.8543448499808282,0.7544051444869131
A2744_02,A2744_02_14_25,5.0,Quenched,Post-Starburst,21.50834312683337,15.047477093260264,4.123680047421541,5.713893969588507,0.9554976509049824,0.6686554932685315
A2744_02,A2744_02_14_26,5.0,Quenched,Post-Starburst,16.831253139809977,13.31014658868157,3.918318887132599,5.526621637038708,0.8704467432208183,0.7090757285752789
A2744_02,A2744_02_14_27,5.0,Quenched,Post-Starburst,11.597197349074682,9.187784759311922,4.214909393214769,4.172795120738499,0.3773703706263726,0.5578391432599054
A2744_02,A2744_02_14_28,5.0,Quenched,Post-Starburst,7.220025685308373,6.182998247885746,3.030902466690868,4.046544430738928,0.5412579052333852,0.4201839571863297
A2744_02,A2744_02_14_29,3.0,Quenched,Post-Starburst,4.510196873538471,4.220544091464396,2.316037767654465,9.820195310730096,4.511474551688451,1.3347034358191945
A2744_02,A2744_02_14_30,1.5,Quenched,Post-Starburst,3.120694689458815,3.158841851809406,0.8010889936241334,11.772900278211234,4.159116305523323,1.6751709928207568
A2744_02,A2744_02_15_14,1.5,Quenched,Post-Starburst,6.503524340133203,5.704102848112763,5.330655815865816,2.217551419644481,0.3983939244796327,1.459581932404678
A2744_02,A2744_02_15_17,5.0,Quenched,Post-Starburst,14.903081920780735,10.631556387104984,1.9010231190082008,7.269912231710526,0.499413906163382,0.997393638342274
A2744_02,A2744_02_15_18,5.0,Quenched,Post-Starburst,19.780617896853474,12.310226191984183,1.9720559427929671,7.824299566749404,1.042754018141958,0.8961109930996637
A2744_02,A2744_02_15_19,5.0,Quenched,Post-Starburst,26.647719030149048,13.644048299145352,2.7052686201532485,7.585634872834808,0.9768038940803834,0.6730564222545106
A2744_02,A2744_02_15_20,5.0,Quenched,Post-Starburst,28.89327056227354,15.63047733230921,3.4294273743245656,7.087327016664368,0.7501434383134862,0.6735610675747392
A2744_02,A2744_02_15_21,5.0,Quenched,Post-Starburst,30.85716318270792,16.040387755628508,3.689092841481712,6.118639684040942,0.7261036685957717,0.5626944167576159
A2744_02,A2744_02_15_22,5.0,Quenched,Post-Starburst,29.70018620118372,16.73940896794823,3.890440364616988,5.888066950703905,0.7957621752531041,0.4711847265597434
A2744_02,A2744_02_15_23,5.0,Quenched,Post-Starburst,26.05054067420458,17.39770806551925,4.273405126836088,5.609035465042827,0.4217429259336802,0.5455217994597241
A2744_02,A2744_02_15_24,5.0,Quenched,Post-Starburst,22.889366271671506,17.012478699605524,4.401355063091311,5.373909575939132,0.1174420955389748,0.451551434364435
A2744_02,A2744_02_15_25,5.0,Quenched,Post-Starburst,20.732466147872763,14.82262510114158,3.7634801045888775,5.155549222985863,0.5582020199421612,0.2006826223977481
A2744_02,A2744_02_15_26,5.0,Quenched,Post-Starburst,15.85513588713388,12.41024588033393,3.8616708498827337,5.2719727857811165,0.2228143116310527,0.2329920894030503
A2744_02,A2744_02_15_29,1.5,Quenched,Post-Starburst,4.713766744969632,3.977265276081552,2.9550515330174623,10.369365304996965,3.251331124609331,1.4846235932823335
A2744_02,A2744_02_15_30,1.5,Quenched,Post-Starburst,3.1408862120989216,2.95315247424782,3.479231596673648,12.120582002101338,3.596863040710468,1.8653169770036848
A2744_02,A2744_02_16_17,5.0,Quenched,Post-Starburst,16.298249211658682,10.91658685869423,1.8255561046364464,8.10372643967209,0.7765956661881112,0.754933852110937
A2744_02,A2744_02_16_18,5.0,Quenched,Post-Starburst,20.129754394454185,13.331766150829957,2.1538247292797545,7.77941866787269,1.1805786486077006,0.8128233396094146
A2744_02,A2744_02_16_19,5.0,Quenched,Post-Starburst,26.279027094740893,15.044749285324706,3.010905950070176,7.466260600230586,1.5317116737664416,0.7505461256942412
A2744_02,A2744_02_16_20,5.0,Quenched,Post-Starburst,28.98970948187733,16.759462563969908,3.638709008041252,6.627908256369229,1.037697584085346,0.5420790326482295
A2744_02,A2744_02_16_21,5.0,Quenched,Post-Starburst,30.633980411524806,16.554831585059492,3.777275827808505,6.178091920078671,0.8587256097067519,0.5277748651875462
A2744_02,A2744_02_16_22,5.0,Quenched,Post-Starburst,29.70941066476358,16.603977770656616,3.9119153137012175,5.807843788215758,0.5712040925497011,0.5498680793514678
A2744_02,A2744_02_16_23,5.0,Quenched,Post-Starburst,25.571692215791188,16.161952610868525,4.166614590140083,5.870303390040728,0.7333610439862248,0.595518647077524
A2744_02,A2744_02_16_24,5.0,Quenched,Post-Starburst,21.97251614123904,14.883735508062424,4.103577496636927,6.001380065018558,0.6192629278654719,0.5484234853899591
A2744_02,A2744_02_16_25,5.0,Quenched,Post-Starburst,18.855827012360287,12.764082705174598,3.64458878122395,5.25453367793155,0.4718341778435446,0.1888583674901707
A2744_02,A2744_02_16_29,1.5,Quenched,Post-Starburst,4.732370921176091,3.9193883040490816,2.155260686130644,9.202113383284626,2.89896123172512,1.0389373726598674
A2744_02,A2744_02_17_17,5.0,Quenched,Post-Starburst,17.140037181048353,11.064807298440222,2.9961014661387133,7.455354947689184,0.9210820972503276,0.462909355109843
A2744_02,A2744_02_17_18,5.0,Quenched,Post-Starburst,20.38149307745514,12.554030293860473,2.9200323014889733,6.626716723366619,0.9134510748571698,0.769889146408056
A2744_02,A2744_02_17_19,5.0,Quenched,Post-Starburst,26.07569187004645,13.813196416571197,3.282830369753984,6.954675994676577,1.2945171171044867,0.6224196511462312
A2744_02,A2744_02_17_20,5.0,Quenched,Post-Starburst,29.064427519788904,15.13121015182234,3.950983548657226,6.471275006043413,1.1989250667404312,0.464267198233284
A2744_02,A2744_02_17_21,5.0,Quenched,Post-Starburst,29.38918059522676,15.274373478474324,3.964365938486858,6.240723107080577,0.7853102962623795,0.3593124187503769
A2744_02,A2744_02_17_22,5.0,Quenched,Post-Starburst,27.95437838555235,14.744429881634408,3.984562705494205,5.709593465652636,0.5278158622501679,0.5317389941113626
